smile,wear professional Attire,use clean background,look serious,show your face clearly,use formal expression,wear suit,look confidence,look approachability,don't look emotional,crop the picture,avoid noise or artifacts,use positive atmosphere,use corporate environment,look trustworthiness,be energetic,look distinctive,look calm,fix your hair,show your face more,show your body more,put your face horizontally in the center,put your face vertically in the center,tilt your head,use eye contact,use high resolution,use good lighting,use color harmony in the pic,use lighting quality,LABEL
0.8,0.94,0.52,0.95,0.36,0.12,0.99,0.8,0.39,0.75,0.38,0.06,0.94,0.6,0.69,0.75,0.19,0.69,0.77,0.087877409,0.4453173755281722,0.9890716671943665,0.8156097531318665,0.2412595944548618,0.7658175230026245,1,0.37,0.94,0.9692728,71.53320313
0.4,0.98,0.25,0.93,0.72,1,1,0.71,0.24,0.96,0.48,0.39,0.82,0.83,0.6,0.71,0.71,0.13,0.99,0.061725592,0.1494419852975621,0.99,0.99,0.08,0.17,1,0.23,0.9,0.7819316130729166,58.49609375
0.32,0.99,0.85,0.94,0.73,0.96,1,0.97,0.52,0.28,0.82,0.12,0.97,0.94,0.51,0.16,0.76,0.36,0.98,0.03,0.88,0.84,0.77,0.23,0.34,1,0.2,0.99,0.8128666999176954,55.46875
0.32,0.99,0.85,0.94,0.73,0.96,1,0.97,0.52,0.28,0.82,0.12,0.97,0.94,0.51,0.16,0.76,0.36,0.98,0.03,0.88,0.84,0.77,0.23,0.34,1,0.2,0.99,0.8128666999176954,55.46875
0.25,1,0.12,0.99,0.68,0.95,1,0.99,0.19,0.59,0.72,0.24,0.82,0.96,0.77,0.47,0.74,0.42,0.97,0.1022919535619415,0.5035774114347618,0.6590405007203419,0.7058310508728027,0.00232627,0.9375211199124652,1,0.38,0.92,0.742041744,50
0.24,0.99,0.48,0.99,0.71,0.56,1,0.62,0.19,0.93,0.73,0.45,0.83,0.55,0.44,0.75,0.46,0.18,0.97,0.1603275924715985,0.494443909,0.933145354,0.9877654910087584,0.047041352,0.2337351044019078,1,0.25,0.76,0.9147005686444444,56.20117188
0.14,0.92,0.31,1,0.3,0.34,1,0.65,0.17,0.96,0.43,0.1,0.73,0.51,0.61,0.77,0.16,0.36,0.97,0.1400912114242913,0.5797934652376426,0.9903466602166494,0.8973597884178162,0.2285818188654455,0.5550333460172018,1,0.29,0.9,0.5247077530698778,65.8203125
0.69,0.93,0.48,0.92,0.4,0.48,0.93,0.54,0.23,0.78,0.24,0.13,0.81,0.37,0.68,0.77,0.32,0.32,0.89,0.1009679395720573,0.3801329106152451,0.8892565766970316,0.8636910319328308,0.3353571800898097,0.985162218,1,0.33,0.89,0.8009473802086512,56.98242188
0.12,0.99,0.73,0.89,0.63,0.99,0.99,0.95,0.3,0.25,0.3,0.6,0.65,0.68,0.84,0.84,0.86,0.5,0.93,0.006541404,0.93,0.88,0.69,0.17,0.17,0.7642650462962963,0.13,0.79,1,23.65722656
0.71,0.93,0.33,0.79,0.3,0.57,0.46,0.74,0.4,0.79,0.55,0.23,0.95,0.79,0.68,0.45,0.37,0.9,0.74,0.021643171,0.4261850029564726,0.9847453633944192,0.6315385103225708,0.6222586310914265,0.3509497245152791,1,0.47,0.73,0.7760937276049382,73.09570313
0.7,0.98,0.66,0.87,0.43,0.62,1,0.66,0.45,0.75,0.28,0.55,0.89,0.29,0.48,0.61,0.75,0.27,0.88,0.1905672970963223,0.5767924436696283,0.9927205443382264,0.9206764698028564,0.056073596,0.5995515584945679,0.8171469907407407,0.35,0.58,1,62.98828125
0.15,0.97,0.86,0.9,0.39,0.95,0.96,0.95,0.43,0.35,0.63,0.27,0.93,0.81,0.52,0.6,0.86,0.7,0.98,0.054970194,0.45,0.9145940244197844,0.9264471530914308,0.5260442965433456,0.4593086838722229,1,0.27,0.93,1,65.47851563
0.31,0.9,0.5,0.6,0.8,0.96,1,0.46,0.22,0.83,0.55,0.59,0.8,0.73,0.24,0.94,0.64,0.14,0.98,0.034537787,0.1305138253309277,0.4030046264330545,0.7680439949035645,0.50347503,0.8888630668322245,1,0.08,0.9,0.7538361949629628,42.26074219
0.89,1,0.44,0.47,0.36,0.98,0.99,0.98,0.63,0.38,0.78,0.63,0.96,0.91,0.63,0.73,0.69,0.73,0.97,0.034417809,0.2158332279794308,0.8081729809443156,0.5528773069381714,0.2195268382144805,0.904229442,1,0.27,0.68,0.5941256447395589,60.7421875
0.9,1,0.56,0.67,0.28,0.97,1,0.97,0.42,0.88,0.71,0.32,0.87,0.77,0.61,0.98,0.63,0.72,0.99,0.036147522,0.368014627,0.7732361157735189,0.4766322374343872,0.1427476419144895,0.8402251799901327,0.6319444444444444,0.39,0.84,0.983893401,68.9453125
0.63,0.98,0.36,0.93,0.28,0.74,1,0.79,0.43,0.92,0.62,0.39,0.87,0.59,0.71,0.88,0.39,0.47,0.96,0.077714176,0.4080578816030211,0.9716014067331948,0.7893548011779785,0.046354356,0.8109445969263703,1,0.33,0.78,1,66.89453125
0.19,0.99,0.35,0.99,0.5,0.74,1,0.89,0.13,0.85,0.2,0.1,0.76,0.39,0.78,0.32,0.25,0.42,0.9,0.3492483252552123,0.7177022695541382,0.9432300329208374,0.833079457,0.051580092,0.6630585193634033,1,0.46,0.49,0.7216672954643496,60.7421875
0.15,0.97,0.86,0.9,0.39,0.95,0.96,0.95,0.43,0.35,0.63,0.27,0.93,0.81,0.52,0.6,0.86,0.7,0.98,0.054970194,0.45,0.9145940244197844,0.9264471530914308,0.5260442965433456,0.4593086838722229,1,0.27,0.93,1,65.47851563
0.18,0.58,0.11,0.62,0.14,0.86,1,0.71,0.21,0.67,0.64,0.63,0.86,0.12,0.56,0.95,0.67,0.34,0.98,0.08632189,0.325904044,0.5688936213652294,0.9853753447532654,0.3731170319881869,0.9372334281603496,1,0.27,0.9,0.4020845209619341,40.35644531
0.57,0.73,0.34,0.74,0.21,0.09,0.94,0.91,0.26,0.55,0.15,0.12,0.96,0.3,0.89,0.85,0.65,0.74,0.9,0.027862579,0.2009050436025283,0.5530579288800557,0.6009955406188965,0.013807489,0.8912845055262255,1,0.3,0.53,1,44.55566406
0.26,0.99,0.56,0.9,0.39,0.32,1,0.74,0.22,0.76,0.62,0.17,0.91,0.52,0.57,0.84,0.67,0.27,0.96,0.014523238,0.2849680065501232,0.8456377585728965,0.5998947620391846,0.068027978,0.6327195564905793,1,0.24,0.88,0.5507399859331596,72.16796875
0.94,0.99,0.38,0.43,0.33,0.98,0.92,0.99,0.63,0.62,0.71,0.76,0.96,0.87,0.68,0.69,0.68,0.72,0.94,0.025775536,0.1859660992204226,0.92201966,0.6184329390525818,0.005333986,0.8294192552566528,1,0.46,0.78,0.8088466499500251,65.8203125
0.7,0.99,0.58,0.91,0.21,0.55,1,0.94,0.25,0.72,0.62,0.35,0.88,0.5,0.45,0.5,0.67,0.76,0.97,0.066531011,0.4463217385005986,0.9212899208068848,0.7779243588447571,0.144911408,0.6449577808380127,1,0.36,0.76,1,71.875
0.4,0.98,0.28,0.96,0.41,0.22,1,0.84,0.37,0.66,0.54,0.18,0.9,0.85,0.62,0.54,0.87,0.4,0.96,0.046182505,0.3079194511436824,0.587066372,0.5244848728179932,0.1159396096337247,0.992930094,1,0.19,0.79,0.5783529778174936,57.37304688
0.4,0.98,0.28,0.96,0.41,0.22,1,0.84,0.37,0.66,0.54,0.18,0.9,0.85,0.62,0.54,0.87,0.4,0.96,0.046182505,0.3079194511436824,0.587066372,0.5244848728179932,0.1159396096337247,0.992930094,1,0.19,0.79,0.5783529778174936,57.37304688
0.14,0.92,0.31,1,0.3,0.34,1,0.65,0.17,0.96,0.43,0.1,0.73,0.51,0.61,0.77,0.16,0.36,0.97,0.1400912114242913,0.5797934652376426,0.9903466602166494,0.8973597884178162,0.2285818188654455,0.5550333460172018,1,0.29,0.9,0.5247077530698778,65.8203125
0.77,1,0.63,0.92,0.36,0.69,1,0.96,0.39,0.71,0.5,0.37,0.89,0.89,0.84,0.73,0.75,0.45,0.93,0.062185421,0.4585265488526886,0.669570009,0.7287030220031738,0.019232999,0.8437551657358805,1,0.39,0.75,0.5186455778243454,80.32226563
0.37,0.99,0.73,0.86,0.51,0.87,1,0.92,0.31,0.49,0.2,0.38,0.88,0.97,0.71,0.37,0.9,0.21,0.92,0.012141632,0.024413671,0.7,0.71,0.06,0.26,1,0.22,0.9,0.6634390708663617,66.2109375
0.95,0.93,0.44,0.09,0.95,1,0.97,0.96,0.97,0.85,0.08,0.24,0.94,0.86,0.21,0.43,0.43,0.4,0.99,0.1540409364550221,0.5496354012107005,0.9363778034845986,0.8804119229316711,0.045196668,0.979004661,1,0.42,0.87,0.7778426098455666,39.23339844
0.59,1,0.19,0.94,0.23,0.7,1,0.98,0.25,0.44,0.78,0.09,0.98,0.67,0.83,0.64,0.85,0.21,0.96,0.06281401,0.3838718677975855,0.9299971361955006,0.6047818660736084,0.1275873202219739,0.8338358600934335,1,0.38,0.9,0.8135670651129054,59.27734375
0.24,1,0.57,0.93,0.85,0.39,1,0.72,0.95,0.47,0.54,0.49,0.97,0.79,0.97,0.72,0.88,0.57,0.83,0.046518109,0.3682391594970369,0.991844118,0.6788551211357117,0.08144509,0.982103705,1,0.65,0.69,0.4288537489782262,72.80273438
0.95,1,0.31,0.85,0.43,0.88,1,0.99,0.42,0.77,0.57,0.32,0.87,0.82,0.92,0.89,0.41,0.36,0.98,0.070522307,0.4310317178648617,0.976031224,0.7292483448982239,0.03380359,0.9014421304066976,1,0.37,0.86,0.553956276,39.99023438
0.63,0.98,0.36,0.93,0.28,0.74,1,0.79,0.43,0.92,0.62,0.39,0.87,0.59,0.71,0.88,0.39,0.47,0.96,0.077714176,0.4080578816030211,0.9716014067331948,0.7893548011779785,0.046354356,0.8109445969263703,1,0.33,0.78,1,66.89453125
0.94,1,0.55,0.69,0.37,0.93,1,0.99,0.64,0.76,0.69,0.53,0.96,0.86,0.8,0.81,0.73,0.73,0.99,0.042279277,0.5191479704210309,0.9604627788066864,0.479133129,0.018106418,0.9359974265098572,1,0.37,0.92,0.4991833865730851,65.47851563
0.7,0.98,0.66,0.87,0.43,0.62,1,0.66,0.45,0.75,0.28,0.55,0.89,0.29,0.48,0.61,0.75,0.27,0.88,0.1905672970963223,0.5767924436696283,0.9927205443382264,0.9206764698028564,0.056073596,0.5995515584945679,0.8171469907407407,0.35,0.58,1,62.98828125
0.86,1,0.6,0.92,0.43,0.34,1,0.94,0.42,0.87,0.31,0.08,0.89,0.85,0.84,0.81,0.53,0.44,0.92,0.079144627,0.5045158445359199,0.8915139138698578,0.5467808246612549,0.1311917670791592,0.8047056794166565,1,0.25,0.84,0.5583298302738094,77.44140625
0.25,1,0.12,0.99,0.68,0.95,1,0.99,0.19,0.59,0.72,0.24,0.82,0.96,0.77,0.47,0.74,0.42,0.97,0.1022919535619415,0.5035774114347618,0.6590405007203419,0.7058310508728027,0.00232627,0.9375211199124652,1,0.38,0.92,0.742041744,50
0.19,1,0.7,1,0.29,0.43,1,0.91,0.19,0.67,0.62,0.1,0.91,0.84,0.78,0.7,0.8,0.37,0.97,0.041373377,0.5232954389967386,0.9500677486260732,0.391804039,0.1196782637468644,0.977612595,1,0.35,0.73,0.1025985578132144,80.56640625
0.71,0.93,0.33,0.79,0.3,0.57,0.46,0.74,0.4,0.79,0.55,0.23,0.95,0.79,0.68,0.45,0.37,0.9,0.74,0.021643171,0.4261850029564726,0.9847453633944192,0.6315385103225708,0.6222586310914265,0.3509497245152791,1,0.47,0.73,0.7760937276049382,73.09570313
0.7,0.99,0.43,0.94,0.44,0.08,1,0.83,0.37,0.71,0.24,0.07,0.82,0.36,0.7,0.46,0.68,0.27,0.89,0.1254167350221795,0.5868065746220452,0.7512313822905222,0.6962636709213257,0.066939133,0.7532527645428976,1,0.27,0.46,0.2787587227386798,66.55273438
0.78,1,0.31,0.85,0.64,0.92,1,0.96,0.38,0.74,0.63,0.4,0.88,0.89,0.71,0.87,0.46,0.27,0.96,0.1750771060933642,0.6890334798595603,0.9756879210472108,0.858314574,0.045291886,0.7994488477706909,1,0.45,0.85,0.7923439935699588,63.72070313
0.71,1,0.35,0.98,0.58,0.48,1,0.84,0.35,0.89,0.41,0.24,0.73,0.87,0.79,0.86,0.41,0.16,0.97,0.2549526775450204,0.6821031238894193,0.8526649475097656,0.7328025698661804,0.034739113,0.7084105014801025,1,0.31,0.74,0.6654522947201059,69.58007813
0.94,0.99,0.38,0.43,0.33,0.98,0.92,0.99,0.63,0.62,0.71,0.76,0.96,0.87,0.68,0.69,0.68,0.72,0.94,0.025775536,0.1859660992204226,0.92201966,0.6184329390525818,0.005333986,0.8294192552566528,1,0.46,0.78,0.8088466499500251,65.8203125
0.95,0.94,0.3,0.36,0.77,0.85,0.98,0.58,0.41,0.77,0.32,0.27,0.97,0.73,0.8,0.92,0.22,0.54,0.98,0.053554875,0.3655973246240478,0.885893852,0.8856477737426758,0.024079784,0.9222442507743835,1,0.29,0.64,0.882465399,77.19726563
0.03,0.96,0.28,0.94,0.4,0.98,1,0.31,0.03,0.6,0.12,0.1,0.94,0.68,0.76,0.27,0.99,0.11,0.95,0.036093476,0.04796642,0.99,0.91,0.01,0.4,1,0.43,0.94,0.373084424,65.8203125
0.89,1,0.44,0.47,0.36,0.98,0.99,0.98,0.63,0.38,0.78,0.63,0.96,0.91,0.63,0.73,0.69,0.73,0.97,0.034417809,0.2158332279794308,0.8081729809443156,0.5528773069381714,0.2195268382144805,0.904229442,1,0.27,0.68,0.5941256447395589,60.7421875
0.7,0.98,0.66,0.87,0.43,0.62,1,0.66,0.45,0.75,0.28,0.55,0.89,0.29,0.48,0.61,0.75,0.27,0.88,0.1905672970963223,0.5767924436696283,0.9927205443382264,0.9206764698028564,0.056073596,0.5995515584945679,0.8171469907407407,0.35,0.58,1,62.98828125
0.7,0.99,0.58,0.91,0.21,0.55,1,0.94,0.25,0.72,0.62,0.35,0.88,0.5,0.45,0.5,0.67,0.76,0.97,0.066531011,0.4463217385005986,0.9212899208068848,0.7779243588447571,0.144911408,0.6449577808380127,1,0.36,0.76,1,71.875
0.9,1,0.1,0.68,0.87,0.99,1,0.99,0.55,0.37,0.74,0.35,0.92,0.93,0.79,0.86,0.8,0.16,0.96,0.2080325787678312,0.4419488811129213,0.9433021942774454,0.9588764905929564,0.099828715,0.551960031,1,0.31,0.88,0.8958326463373657,46.875
0.03,0.96,0.28,0.94,0.4,0.98,1,0.31,0.03,0.6,0.12,0.1,0.94,0.68,0.76,0.27,0.99,0.11,0.95,0.036093476,0.04796642,0.99,0.91,0.01,0.4,1,0.43,0.94,0.373084424,65.8203125
0.03,0.41,0.42,0.98,0.12,0.55,0.97,0.16,0.02,0.65,0.74,0.58,0.38,0.07,0.37,0.23,0.57,0.17,0.84,0.097334909,0.4138002368463134,0.8326912720998129,0.898861289,0.1370384703336795,0.6448157231012981,1,0.22,0.01,0.9354020518518518,67.578125
0.99,0.43,0.52,0.21,0.36,0.85,0.86,0.93,0.37,0.66,0.84,0.3,0.93,0.05,0.65,0.98,0.1,0.68,0.93,0.1071156696828268,0.4709421772652646,0.8658053775628408,0.8624810576438904,0.027478354,0.8289655645688375,1,0.65,0.94,0.8188098547834166,59.61914063
0.25,1,0.12,0.99,0.68,0.95,1,0.99,0.19,0.59,0.72,0.24,0.82,0.96,0.77,0.47,0.74,0.42,0.97,0.1022919535619415,0.5035774114347618,0.6590405007203419,0.7058310508728027,0.00232627,0.9375211199124652,1,0.38,0.92,0.742041744,50
0.19,0.57,0.26,0.99,0.15,0.14,0.94,0.52,0.04,0.71,0.18,0.11,0.67,0.17,0.81,0.21,0.26,0.47,0.86,0.1454116186398835,0.7199712991714478,0.973126789,0.7549853920936584,0.006966501,0.743473728,1,0.63,0.39,0.1938455244576131,67.23632813
0.95,0.94,0.3,0.36,0.77,0.85,0.98,0.58,0.41,0.77,0.32,0.27,0.97,0.73,0.8,0.92,0.22,0.54,0.98,0.053554875,0.3655973246240478,0.885893852,0.8856477737426758,0.024079784,0.9222442507743835,1,0.29,0.64,0.882465399,77.19726563
0.77,1,0.63,0.92,0.36,0.69,1,0.96,0.39,0.71,0.5,0.37,0.89,0.89,0.84,0.73,0.75,0.45,0.93,0.062185421,0.4585265488526886,0.669570009,0.7287030220031738,0.019232999,0.8437551657358805,1,0.39,0.75,0.5186455778243454,80.32226563
0.84,0.96,0.55,0.89,0.3,0.21,1,0.8,0.5,0.87,0.31,0.12,0.91,0.58,0.61,0.88,0.45,0.32,0.95,0.058285985,0.5317380276115724,0.9961469372113544,0.5448770523071289,0.1066487344856895,0.9397883812586476,1,0.13,0.92,0.697962472,74.0234375
0.63,0.98,0.36,0.93,0.28,0.74,1,0.79,0.43,0.92,0.62,0.39,0.87,0.59,0.71,0.88,0.39,0.47,0.96,0.077714176,0.4080578816030211,0.9716014067331948,0.7893548011779785,0.046354356,0.8109445969263703,1,0.33,0.78,1,66.89453125
0.49,0.99,0.22,0.99,0.47,0.82,1,0.97,0.39,0.75,0.7,0.22,0.89,0.78,0.69,0.76,0.67,0.35,0.95,0.057859786,0.4636246019857548,0.9830362796783448,0.5868671536445618,0.060768385,0.8850113153457642,1,0.25,0.93,0.5323921620262995,53.515625
0.67,1,0.21,0.97,0.55,0.43,1,0.71,0.26,0.82,0.48,0.41,0.77,0.64,0.64,0.93,0.56,0.1,0.95,0.1614222328762862,0.6300023794174194,0.9390278259913126,0.9160313606262208,0.019417655,0.6841665108998622,1,0.32,0.82,0.4668372919123427,68.60351563
0.19,1,0.7,1,0.29,0.43,1,0.91,0.19,0.67,0.62,0.1,0.91,0.84,0.78,0.7,0.8,0.37,0.97,0.041373377,0.5232954389967386,0.9500677486260732,0.391804039,0.1196782637468644,0.977612595,1,0.35,0.73,0.1025985578132144,80.56640625
0.03,1,0.04,0.97,0.88,0.99,1,1,0.29,0.37,0.72,0.28,0.83,0.94,0.88,0.72,0.84,0.43,0.98,0.01342206,0.2848438355110678,0.8242772420247396,0.4922015070915222,0.019944521,0.9576403697331748,1,0.11,0.84,0.6223668120097093,46.484375
0.86,1,0.6,0.92,0.43,0.34,1,0.94,0.42,0.87,0.31,0.08,0.89,0.85,0.84,0.81,0.53,0.44,0.92,0.079144627,0.5045158445359199,0.8915139138698578,0.5467808246612549,0.1311917670791592,0.8047056794166565,1,0.25,0.84,0.5583298302738094,77.44140625
0.71,1,0.35,0.98,0.58,0.48,1,0.84,0.35,0.89,0.41,0.24,0.73,0.87,0.79,0.86,0.41,0.16,0.97,0.2549526775450204,0.6821031238894193,0.8526649475097656,0.7328025698661804,0.034739113,0.7084105014801025,1,0.31,0.74,0.6654522947201059,69.58007813
0.26,0.99,0.56,0.9,0.39,0.32,1,0.74,0.22,0.76,0.62,0.17,0.91,0.52,0.57,0.84,0.67,0.27,0.96,0.014523238,0.2849680065501232,0.8456377585728965,0.5998947620391846,0.068027978,0.6327195564905793,1,0.24,0.88,0.5507399859331596,72.16796875
0.57,0.73,0.34,0.74,0.21,0.09,0.94,0.91,0.26,0.55,0.15,0.12,0.96,0.3,0.89,0.85,0.65,0.74,0.9,0.027862579,0.2009050436025283,0.5530579288800557,0.6009955406188965,0.013807489,0.8912845055262255,1,0.3,0.53,1,44.55566406
0.91,0.96,0.9,0.97,0.24,0.3,0.99,0.98,0.67,0.86,0.61,0.05,0.8,0.85,0.85,0.83,0.53,0.54,0.91,0.067353861,0.4785628847851342,0.952791284,0.5823366641998291,0.2118681193639635,0.9466686447461446,1,0.19,0.93,0.5131107143118426,81.0546875
0.99,0.88,0.57,0.15,0.43,0.6,0.99,0.9,0.58,0.36,0.3,0.12,0.96,0.15,0.93,0.74,0.84,0.67,0.91,0.1547750391710671,0.4600782644107645,0.8718457619349161,0.968793511,0.1146438946804062,0.005982478,1,0.62,0.57,0.7932310951734242,77.19726563
0.99,0.43,0.52,0.21,0.36,0.85,0.86,0.93,0.37,0.66,0.84,0.3,0.93,0.05,0.65,0.98,0.1,0.68,0.93,0.1071156696828268,0.4709421772652646,0.8658053775628408,0.8624810576438904,0.027478354,0.8289655645688375,1,0.65,0.94,0.8188098547834166,59.61914063
0.9,1,0.56,0.67,0.28,0.97,1,0.97,0.42,0.88,0.71,0.32,0.87,0.77,0.61,0.98,0.63,0.72,0.99,0.036147522,0.368014627,0.7732361157735189,0.4766322374343872,0.1427476419144895,0.8402251799901327,0.6319444444444444,0.39,0.84,0.983893401,68.9453125
0.6,0.86,0.39,0.95,0.55,0.62,1,0.58,0.32,0.83,0.42,0.3,0.91,0.28,0.75,0.73,0.61,0.46,0.97,0.1368749833702338,0.3492515550533603,0.8779083788394928,0.8696542978286743,0.093440234,0.9134698510169984,1,0.33,0.6,0.9175934467703702,72.16796875
0.49,0.99,0.22,0.99,0.47,0.82,1,0.97,0.39,0.75,0.7,0.22,0.89,0.78,0.69,0.76,0.67,0.35,0.95,0.057859786,0.4636246019857548,0.9830362796783448,0.5868671536445618,0.060768385,0.8850113153457642,1,0.25,0.93,0.5323921620262995,53.515625
0.89,1,0.27,0.34,0.95,1,1,0.79,0.58,0.79,0.31,0.4,0.94,0.92,0.66,0.93,0.97,0.17,0.95,0.058898195,0.166911197,0.5677987933158875,0.6167635917663574,0.1562279972536401,0.7507792711257935,1,0.33,0.89,0.539453289,55.81054688
0.05,1,0.83,0.98,0.39,0.86,0.99,0.98,0.34,0.74,0.41,0.14,0.95,0.9,0.6,0.36,0.31,0.82,0.85,0.13,0.079647095,0.95,0.84,0.25,0.53,1,0.15,0.81,1,69.28710938
0.31,0.9,0.5,0.6,0.8,0.96,1,0.46,0.22,0.83,0.55,0.59,0.8,0.73,0.24,0.94,0.64,0.14,0.98,0.034537787,0.1305138253309277,0.4030046264330545,0.7680439949035645,0.50347503,0.8888630668322245,1,0.08,0.9,0.7538361949629628,42.26074219
0.53,0.98,0.42,0.86,0.26,0.97,1,0.95,0.28,0.5,0.82,0.12,0.77,0.98,0.82,0.97,0.55,0.39,0.93,0.09369167,0.3710814136537284,0.9902778963247932,0.7887294888496399,0.038962861,0.9062241117159512,1,0.39,0.9,0.7964664865218135,71.53320313
0.58,0.64,0.33,0.94,0.29,0.51,0.99,0.83,0.18,0.96,0.93,0.13,0.55,0.11,0.59,0.96,0.28,0.3,0.99,0.079019708,0.3168578999757869,0.7601419687271118,0.9157095551490784,0.073771243,0.9623966217041016,0.6319444444444444,0.5,0.84,0.8242242086894588,47.65625
0.15,1,0.61,1,0.27,0.7,1,0.95,0.18,0.6,0.69,0.23,0.81,0.89,0.8,0.56,0.87,0.54,0.96,0.020413812,0.2320762562151728,0.9766147037347158,0.3881377577781677,0.1648985909861706,0.9749289949735006,1,0.28,0.55,0.048683394,77.97851563
0.62,0.82,0.61,0.98,0.24,0.46,0.92,0.81,0.17,0.88,0.63,0.13,0.86,0.2,0.76,0.75,0.31,0.48,0.92,0.1516537630665126,0.7056690111593832,0.9711847007274628,0.7249511480331421,0.1262805930250893,0.681217372,1,0.36,0.9,0.5335868685351851,85.40039063
0.95,1,0.31,0.85,0.43,0.88,1,0.99,0.42,0.77,0.57,0.32,0.87,0.82,0.92,0.89,0.41,0.36,0.98,0.070522307,0.4310317178648617,0.976031224,0.7292483448982239,0.03380359,0.9014421304066976,1,0.37,0.86,0.553956276,39.99023438
0.03,1,0.04,0.97,0.88,0.99,1,1,0.29,0.37,0.72,0.28,0.83,0.94,0.88,0.72,0.84,0.43,0.98,0.01342206,0.2848438355110678,0.8242772420247396,0.4922015070915222,0.019944521,0.9576403697331748,1,0.11,0.84,0.6223668120097093,46.484375
0.89,1,0.27,0.34,0.95,1,1,0.79,0.58,0.79,0.31,0.4,0.94,0.92,0.66,0.93,0.97,0.17,0.95,0.058898195,0.166911197,0.5677987933158875,0.6167635917663574,0.1562279972536401,0.7507792711257935,1,0.33,0.89,0.539453289,55.81054688
0.94,1,0.55,0.69,0.37,0.93,1,0.99,0.64,0.76,0.69,0.53,0.96,0.86,0.8,0.81,0.73,0.73,0.99,0.042279277,0.5191479704210309,0.9604627788066864,0.479133129,0.018106418,0.9359974265098572,1,0.37,0.92,0.4991833865730851,65.47851563
0.83,0.98,0.27,0.86,0.38,0.48,1,0.92,0.15,0.86,0.58,0.08,0.95,0.27,0.79,0.98,0.25,0.27,0.96,0.1157579335598502,0.3749765173506003,0.8448682924111685,0.8753771185874939,0.2370276649231368,0.7396164139111837,1,0.31,0.91,0.8280671563732609,57.76367188
0.86,1,0.6,0.92,0.43,0.34,1,0.94,0.42,0.87,0.31,0.08,0.89,0.85,0.84,0.81,0.53,0.44,0.92,0.079144627,0.5045158445359199,0.8915139138698578,0.5467808246612549,0.1311917670791592,0.8047056794166565,1,0.25,0.84,0.5583298302738094,77.44140625
0.89,1,0.28,0.87,0.72,0.82,0.99,0.92,0.46,0.43,0.13,0.08,0.86,0.97,0.88,0.93,0.4,0.16,0.95,0.044174007,0.3775172959203399,0.9116701285044352,0.5349106788635254,0.1427719675859612,0.7201321522394817,0.6180555555555556,0.31,0.94,0.8312777573345816,83.34960938
0.7,0.99,0.7,0.94,0.54,0.8,0.99,0.98,0.18,0.86,0.48,0.16,0.84,0.79,0.74,0.87,0.15,0.69,1,0.1120553654758538,0.5959167298552401,0.974970003,0.7108697295188904,0.02906123,0.7597118218739817,1,0.27,0.97,0.6816681137188207,56.98242188
0.7,0.98,0.66,0.87,0.43,0.62,1,0.66,0.45,0.75,0.28,0.55,0.89,0.29,0.48,0.61,0.75,0.27,0.88,0.1905672970963223,0.5767924436696283,0.9927205443382264,0.9206764698028564,0.056073596,0.5995515584945679,0.8171469907407407,0.35,0.58,1,62.98828125
0.15,0.45,0.85,0.94,0.43,0.06,1,0.56,0.04,0.19,0.46,0.22,0.22,0.13,0.42,0.69,0.27,0.58,0.98,0.95,0.45,0.89,0.96,0.07,0.12,1,0.18,0.8,0.079359911,65.13671875
0.94,0.9,0.7,0.52,0.34,0.68,0.93,0.86,0.28,0.89,0.43,0.37,0.86,0.19,0.77,0.93,0.22,0.51,0.96,0.070404032,0.2855115769771359,0.9242947995662688,0.9661855101585388,0.033999215,0.8511484265327454,1,0.3,0.64,1,69.28710938
0.18,0.99,0.5,0.97,0.2,0.5,1,0.7,0.12,0.51,0.27,0.34,0.93,0.63,0.75,0.41,0.71,0.56,0.98,0.1504979440307607,0.5250643366633057,0.860716184,0.8039979338645935,0.019142282,0.8949817816416422,1,0.46,0.52,0.2233948572337247,68.9453125
0.79,0.99,0.31,0.84,0.36,0.77,1,0.79,0.3,0.84,0.4,0.62,0.92,0.4,0.65,0.86,0.44,0.49,0.93,0.07851808,0.3904868210627654,0.967376471,0.8147830367088318,0.1177546949801056,0.93894577,1,0.36,0.68,0.8959334047757627,72.16796875
0.38,0.99,0.23,0.98,0.54,0.27,1,0.67,0.22,0.83,0.42,0.35,0.8,0.59,0.53,0.81,0.64,0.1,0.95,0.1133654414788658,0.6593154668807983,0.9650722444057463,0.8398830890655518,0.042900792,0.7975161671638489,1,0.25,0.82,0.4631608540262427,67.578125
0.83,0.98,0.27,0.86,0.38,0.48,1,0.92,0.15,0.86,0.58,0.08,0.95,0.27,0.79,0.98,0.25,0.27,0.96,0.1157579335598502,0.3749765173506003,0.8448682924111685,0.8753771185874939,0.2370276649231368,0.7396164139111837,1,0.31,0.91,0.8280671563732609,57.76367188
0.94,0.99,0.38,0.43,0.33,0.98,0.92,0.99,0.63,0.62,0.71,0.76,0.96,0.87,0.68,0.69,0.68,0.72,0.94,0.025775536,0.1859660992204226,0.92201966,0.6184329390525818,0.005333986,0.8294192552566528,1,0.46,0.78,0.8088466499500251,65.8203125
0.8,0.94,0.52,0.95,0.36,0.12,0.99,0.8,0.39,0.75,0.38,0.06,0.94,0.6,0.69,0.75,0.19,0.69,0.77,0.087877409,0.4453173755281722,0.9890716671943665,0.8156097531318665,0.2412595944548618,0.7658175230026245,1,0.37,0.94,0.9692728,71.53320313
